54.49,41.54,4007,1
32.91,41.57,238,0
29.81,67.18,443,0
26.45,77.67,364,0
31.75,52.34,496,0
82.65,63.51,3473,1
27.23,73.41,333,0
33.19,40.47,112,0
28.96,56.53,121,0
26.73,74.24,199,0
31.61,41.25,231,0
30.68,59.8,192,0
32.61,49.41,346,0
51.36,64.9,2225,1
31.26,61.6,241,0
34.3,45.24,227,0
72.15,68.65,3798,1
34.31,60.66,255,0
56.24,56.09,2114,1
31.95,49.1,158,0
29.28,58.99,364,0
31.67,64.04,181,0
27.0,72.71,363,0
31.57,74.23,128,0
26.07,49.76,348,0
30.21,49.16,230,0
80.93,49.12,4285,1
34.87,69.64,472,0
33.19,45.0,117,0
65.92,40.39,3315,1
32.95,56.07,426,0
34.41,71.93,405,0
30.76,73.41,155,0
29.19,76.35,367,0
72.12,74.8,3974,1
25.52,57.41,229,0
32.32,57.89,206,0
80.1,44.74,4430,1
32.13,65.74,167,0
72.72,47.29,3477,1
34.18,49.04,107,0
29.06,64.45,355,0
34.15,74.76,398,0
64.53,41.57,3027,1
27.07,46.91,106,0
32.09,48.22,238,0
28.74,62.39,406,0
25.93,51.59,419,0
31.61,54.37,247,0
34.49,60.67,207,0
32.08,47.75,304,0
29.78,77.15,449,0
32.94,75.79,124,0
67.62,69.76,2731,1
32.01,46.09,120,0
33.85,79.83,476,0
29.58,78.31,361,0
51.6,44.55,3412,1
25.7,52.37,127,0
71.81,65.39,3522,1
28.57,76.05,285,0
31.91,78.8,326,0
28.28,45.05,205,0
30.13,56.84,144,0
25.74,53.73,469,0
28.86,74.66,327,0
30.35,53.94,221,0
31.12,44.96,295,0
28.21,76.37,221,0
81.82,60.03,2840,1
29.54,58.37,309,0
32.86,45.03,258,0
26.7,45.5,297,0
29.3,70.72,352,0
27.94,61.56,496,0
28.59,42.29,140,0
33.22,65.57,484,0
32.68,45.98,289,0
68.6,45.75,2045,1
59.93,74.41,3906,1
31.57,40.59,154,0
26.54,71.53,250,0
84.97,61.97,2433,1
28.01,74.2,219,0
56.55,52.11,4233,1
30.11,78.47,414,0
33.27,48.36,490,0
31.07,50.04,364,0
29.82,46.35,315,0
53.57,62.51,2297,1
77.85,56.58,2921,1
59.33,44.75,2694,1
34.76,78.84,368,0
30.75,56.88,446,0
32.71,77.1,269,0
28.74,51.28,132,0
68.49,77.01,3792,1
33.87,49.02,196,0
29.25,44.27,474,0
50.19,74.3,2030,1
69.6,74.76,2905,1
32.96,76.76,167,0
26.65,62.98,158,0
27.07,74.78,406,0
31.51,70.37,123,0
33.82,64.48,354,0
26.01,60.25,183,0
33.01,79.72,353,0
32.21,65.05,162,0
28.86,53.6,486,0
82.91,72.17,4425,1
27.21,71.36,362,0
83.36,73.77,2719,1
33.89,59.43,430,0
78.93,61.73,3862,1
27.41,68.86,301,0
29.82,70.02,199,0
32.58,69.15,416,0
32.17,58.72,456,0
55.31,64.2,2414,1
28.85,78.68,284,0
33.43,68.33,383,0
29.18,67.93,440,0
27.73,46.64,353,0
27.32,52.55,495,0
26.19,75.21,102,0
25.64,71.9,479,0
59.24,60.07,2096,1
56.85,52.78,4326,1
26.65,63.05,231,0
33.38,48.4,237,0
25.52,69.13,473,0
26.38,54.36,325,0
26.45,41.24,490,0
50.8,54.72,3790,1
27.38,44.19,168,0
29.33,65.01,309,0
34.07,46.89,187,0
55.77,69.13,2917,1
69.04,58.44,2909,1
27.96,42.63,214,0
26.63,62.44,244,0
59.9,60.82,4074,1
51.53,49.59,2241,1
77.32,41.32,3800,1
59.83,66.8,2572,1
33.3,44.49,439,0
73.0,74.66,4477,1
29.13,54.02,240,0
62.94,52.31,4340,1
32.3,76.22,417,0
26.89,45.62,142,0
29.8,68.68,291,0
68.38,49.31,3504,1
34.8,73.21,270,0
30.59,52.04,472,0
56.38,65.02,2150,1
34.52,47.02,436,0
28.27,41.1,351,0
27.09,41.26,106,0
33.63,44.29,126,0
75.15,62.55,2456,1
33.29,55.92,393,0
58.71,57.97,2234,1
67.69,44.34,2812,1
25.55,42.02,195,0
50.07,47.49,4033,1
27.04,42.08,102,0
33.6,79.77,382,0
32.51,62.04,467,0
28.4,60.77,145,0
29.89,44.37,432,0
34.93,56.89,318,0
30.55,56.83,489,0
27.15,70.2,464,0
28.85,70.86,128,0
28.06,44.28,269,0
79.54,61.02,2998,1
28.96,46.79,316,0
33.24,45.52,290,0
34.27,53.44,388,0
25.42,60.03,418,0
29.11,43.03,104,0
32.55,50.04,198,0
63.54,46.82,2721,1
28.31,44.89,307,0
83.51,64.86,3174,1
25.11,57.42,214,0
26.44,46.55,259,0
28.91,49.81,493,0
34.91,72.14,333,0
78.89,55.57,2700,1
31.14,62.19,406,0
32.46,70.74,484,0
82.02,76.48,2656,1
31.65,62.1,180,0
25.99,75.48,365,0
27.14,77.74,444,0
69.38,59.52,2414,1
31.51,54.65,352,0
26.87,61.27,480,0
34.35,49.08,447,0
32.16,54.52,246,0
52.74,69.01,4401,1
27.42,51.34,113,0
34.82,55.17,126,0
29.21,46.64,340,0
26.84,75.38,326,0
30.49,41.55,325,0
32.75,49.15,280,0
61.86,41.88,3271,1
34.11,49.66,265,0
29.86,55.67,387,0
33.78,79.77,198,0
32.56,56.27,324,0
75.57,55.33,3238,1
31.12,70.59,350,0
33.03,43.09,186,0
32.3,62.84,234,0
31.68,44.76,399,0
29.42,78.98,263,0
57.07,65.64,3642,1
29.29,44.88,335,0
27.76,42.29,292,0
25.44,54.86,424,0
27.68,73.31,345,0
53.04,76.04,3032,1
33.76,70.36,398,0
50.9,59.25,2083,1
57.77,78.3,2340,1
26.19,41.05,247,0
27.39,54.04,415,0
26.4,73.13,498,0
27.15,63.08,171,0
33.28,44.82,350,0
81.51,79.5,3324,1
30.92,75.45,247,0
56.11,61.91,2874,1
33.08,65.11,319,0
84.55,53.48,2555,1
63.41,62.78,2105,1
31.75,62.93,248,0
33.09,43.15,150,0
68.98,41.04,4033,1
66.32,51.3,3993,1
27.71,43.13,441,0
60.11,51.18,4132,1
33.61,65.82,314,0
34.35,55.52,166,0
33.28,75.25,258,0
26.95,52.43,407,0
82.39,44.1,2571,1
54.66,66.92,2909,1
56.54,76.07,3321,1
26.44,56.63,366,0
29.51,76.98,391,0
33.54,66.85,364,0
27.0,53.26,439,0
26.89,50.99,161,0
27.58,53.85,260,0
29.19,74.12,435,0
73.87,77.51,4384,1
28.93,74.44,129,0
33.61,46.99,312,0
33.15,80.0,184,0
25.38,50.67,162,0
31.09,45.06,292,0
25.54,74.89,137,0
25.24,79.7,364,0
27.64,77.0,138,0
30.79,56.52,383,0
29.03,59.42,334,0
81.88,77.2,3378,1
33.28,72.45,272,0
26.41,60.52,274,0
83.76,71.88,4395,1
33.78,57.58,268,0
25.64,62.75,395,0
30.99,48.47,306,0
27.14,54.03,400,0
56.31,69.34,2091,1
27.58,53.15,379,0
30.75,40.28,437,0
25.08,70.46,460,0
64.98,45.39,2577,1
34.47,41.43,385,0
25.35,56.83,121,0
31.79,57.01,318,0
28.1,44.5,120,0
25.52,60.68,433,0
28.09,51.72,204,0
66.2,41.2,4251,1
76.43,75.88,2678,1
34.82,46.41,328,0
25.74,68.68,271,0
27.23,48.69,304,0
30.55,75.32,165,0
34.84,76.91,235,0
29.73,61.83,115,0
30.29,65.7,474,0
32.42,78.8,374,0
29.77,54.33,202,0
81.01,62.6,2142,1
79.19,47.11,3616,1
51.26,55.36,2394,1
25.28,77.26,259,0
73.26,56.29,2383,1
27.05,74.13,263,0
62.43,50.7,3470,1
25.78,68.61,356,0
26.53,72.1,284,0
32.7,50.76,139,0
28.58,63.04,153,0
32.68,54.24,132,0
29.69,73.82,323,0
60.51,70.94,2045,1
76.61,51.14,3556,1
25.05,47.97,291,0
83.76,44.63,3741,1
55.23,42.17,2457,1
25.26,64.41,116,0
31.35,66.44,387,0
84.18,48.35,4335,1
32.42,48.88,241,0
60.82,67.57,4146,1
74.81,44.51,2888,1
33.82,45.59,491,0
26.9,60.97,398,0
30.6,64.06,291,0
32.92,68.78,132,0
30.95,44.81,178,0
29.68,66.77,347,0
80.18,60.98,3484,1
28.53,76.08,150,0
30.76,48.45,489,0
28.13,63.92,309,0
32.08,51.59,138,0
33.72,75.86,149,0
54.26,79.43,2657,1
30.89,64.41,163,0
73.0,58.05,2354,1
58.95,46.65,3438,1
26.18,69.72,458,0
29.41,42.08,112,0
29.95,52.54,171,0
53.49,75.65,2482,1
31.05,78.7,472,0
34.33,59.27,212,0
82.77,51.48,4444,1
34.73,55.82,258,0
25.72,57.0,458,0
28.8,40.48,364,0
32.61,48.42,122,0
69.11,58.92,3186,1
25.63,41.84,167,0
65.85,50.03,3688,1
33.63,54.3,123,0
32.71,77.67,434,0
33.33,66.69,356,0
30.7,43.18,398,0
32.74,69.05,200,0
32.88,43.46,134,0
33.13,54.77,370,0
71.2,59.11,2621,1
76.08,40.72,2314,1
26.58,61.49,358,0
70.62,50.72,3131,1
70.65,71.84,3778,1
31.63,52.32,167,0
28.96,48.71,344,0
28.27,44.32,182,0
63.94,44.04,3576,1
31.6,49.73,357,0
65.6,41.48,2157,1
34.9,62.72,355,0
30.81,79.12,197,0
78.74,64.32,4039,1
32.48,75.18,236,0
52.28,40.53,2502,1
34.6,66.96,320,0
68.22,73.64,3810,1
28.44,65.83,313,0
27.0,46.87,467,0
34.81,64.86,497,0
53.93,40.53,2467,1
30.7,47.67,274,0
77.27,65.34,3913,1
30.75,44.06,379,0
28.81,74.72,209,0
27.56,57.73,247,0
62.01,72.36,2623,1
33.23,48.66,204,0
28.78,58.22,346,0
34.55,76.44,163,0
70.64,74.59,2831,1
54.08,70.04,3306,1
32.29,45.94,270,0
33.66,57.86,302,0
29.07,54.78,179,0
58.16,53.92,3668,1
33.19,59.32,124,0
33.2,68.16,408,0
28.38,40.05,473,0
25.63,47.99,282,0
33.42,44.65,314,0
50.08,51.34,2358,1
72.07,40.55,2763,1
30.59,71.64,208,0
82.73,77.36,2676,1
32.95,47.28,204,0
26.15,61.22,257,0
33.64,74.17,494,0
69.78,48.0,3647,1
50.61,45.24,4376,1
32.24,41.26,448,0
33.86,54.83,481,0
69.37,54.36,2560,1
32.81,48.1,143,0
30.26,70.48,434,0
66.07,43.89,2201,1
31.97,60.55,497,0
30.04,65.69,174,0
33.91,52.36,274,0
28.33,45.39,328,0
32.81,61.85,175,0
25.41,76.2,355,0
29.95,75.57,116,0
26.05,51.96,284,0
26.53,69.56,322,0
27.95,56.32,226,0
25.89,45.31,343,0
28.02,55.42,108,0
53.81,72.03,3127,1
30.85,74.27,403,0
33.01,44.81,140,0
32.25,61.88,270,0
25.95,62.53,372,0
34.55,66.35,200,0
25.6,74.4,257,0
25.76,71.81,281,0
25.03,44.32,255,0
83.37,40.15,3584,1
63.99,78.69,2932,1
31.14,43.39,324,0
51.68,74.13,3707,1
25.92,52.64,280,0
33.7,58.85,373,0
50.86,58.58,4288,1
26.38,51.24,315,0
27.19,47.51,283,0
32.63,79.49,147,0
30.71,53.11,177,0
68.25,59.64,3083,1
57.37,74.13,3223,1
78.39,56.19,3545,1
51.56,49.7,4473,1
34.77,64.76,149,0
34.31,47.25,391,0
26.39,79.81,402,0
32.87,78.11,300,0
29.96,45.71,368,0
27.41,55.86,285,0
27.29,50.4,144,0
59.52,67.33,3141,1
33.88,70.94,472,0
32.71,74.0,441,0
33.48,49.48,266,0
26.03,44.35,424,0
31.82,52.89,223,0
77.24,46.5,3255,1
30.36,79.46,450,0
31.49,66.51,221,0
34.93,50.49,169,0
74.67,70.77,3118,1
79.27,74.86,3256,1
26.36,50.06,115,0
29.02,43.26,322,0
30.63,59.05,149,0
30.01,77.13,163,0
31.88,69.58,172,0
76.45,73.79,3408,1
28.18,69.52,310,0
31.07,79.49,150,0
27.7,42.56,406,0
31.11,53.94,394,0
72.44,62.3,2176,1
25.38,52.63,319,0
26.32,72.83,232,0
34.41,58.5,379,0
79.99,72.33,4379,1
34.14,66.22,337,0
25.55,45.19,146,0
76.11,73.62,2003,1
55.18,54.69,2459,1
34.32,68.4,198,0
28.09,57.6,176,0
60.36,52.06,3351,1
33.83,65.25,419,0
32.12,40.14,269,0
79.21,72.71,2949,1
34.18,63.81,139,0
30.7,43.94,144,0
31.26,49.61,236,0
28.56,65.98,145,0
68.45,52.28,4077,1
31.86,65.04,464,0
26.55,57.39,154,0
28.33,54.77,499,0
64.95,71.05,3825,1
77.82,77.26,3021,1
34.15,73.48,145,0
33.68,70.74,132,0
31.95,79.33,219,0
71.34,47.02,4067,1
34.43,60.65,267,0
30.27,68.44,404,0
34.83,60.82,342,0
66.25,64.02,3944,1
32.02,50.82,404,0
30.76,40.9,219,0
29.86,45.52,266,0
59.87,77.73,3884,1
26.81,47.62,126,0
29.44,58.65,473,0
51.87,64.58,4050,1
26.76,45.16,236,0
27.09,59.27,348,0
26.23,46.88,308,0
34.57,78.57,125,0
79.24,74.56,3223,1
34.31,59.4,141,0
73.0,51.79,2317,1
31.92,56.98,495,0
31.36,74.67,276,0
27.02,67.55,370,0
34.76,63.15,158,0
29.67,59.13,150,0
65.14,44.65,3042,1
26.41,78.52,486,0
28.26,44.01,262,0
28.16,70.72,130,0
26.64,71.97,226,0
63.72,67.22,2685,1
30.93,43.27,434,0
30.88,61.28,292,0
61.84,45.36,3852,1
32.35,58.41,253,0
77.96,78.98,3914,1
62.23,78.82,2838,1
34.36,58.85,431,0
50.68,47.72,2290,1
58.92,74.43,3986,1
28.07,74.97,175,0
60.65,59.67,4037,1
31.32,70.27,354,0
74.23,54.7,2973,1
32.32,64.93,375,0
26.37,73.53,362,0
32.83,41.18,422,0
25.37,63.31,357,0
73.36,68.72,2525,1
33.94,72.38,216,0
29.71,61.55,435,0
55.36,75.32,3008,1
54.05,50.37,2459,1
59.44,62.47,3828,1
32.16,63.84,281,0
29.12,76.96,406,0
30.49,43.91,315,0
72.99,68.51,4379,1
30.04,66.26,246,0
26.82,48.52,491,0
34.74,62.89,269,0
83.34,49.24,4095,1
31.35,70.7,313,0
29.55,47.05,464,0
63.6,55.81,2460,1
72.31,76.76,4369,1
54.19,42.9,3512,1
29.1,59.71,300,0
73.43,70.7,2639,1
25.97,63.46,348,0
31.68,63.5,126,0
28.19,40.47,435,0
28.61,71.43,463,0
30.8,49.5,335,0
32.78,46.19,477,0
33.34,72.85,466,0
34.96,54.45,456,0
30.46,49.29,191,0
25.99,57.35,448,0
51.92,67.41,3152,1
25.69,54.07,463,0
34.24,50.47,202,0
31.99,64.82,397,0
76.84,61.02,2016,1
25.84,75.43,319,0
25.96,68.72,258,0
34.92,46.0,254,0
26.06,67.02,181,0
34.88,74.88,152,0
31.79,60.82,280,0
25.75,50.16,297,0
81.32,74.36,4117,1
31.36,66.19,201,0
33.88,46.17,361,0
34.06,48.06,208,0
27.59,42.19,452,0
25.23,49.25,439,0
29.85,67.29,374,0
25.78,52.16,460,0
54.89,42.03,2205,1
28.55,77.61,127,0
27.6,49.71,126,0
29.86,58.63,180,0
26.5,62.46,179,0
26.3,69.72,468,0
29.44,50.68,433,0
29.12,52.31,215,0
81.8,53.56,2705,1
34.57,70.2,392,0
32.04,43.09,118,0
26.14,60.23,106,0
63.66,44.75,2447,1
29.86,54.72,344,0
28.62,68.59,338,0
30.79,68.4,149,0
28.48,77.06,400,0
32.93,76.92,183,0
29.66,62.17,468,0
59.52,69.58,3699,1
25.53,45.34,275,0
32.26,62.32,263,0
30.27,40.05,450,0
62.52,77.99,4256,1
30.4,52.37,365,0
27.68,48.44,379,0
34.13,54.86,329,0
52.97,40.24,2257,1
25.99,64.43,226,0
29.68,57.27,145,0
31.86,42.44,230,0
28.51,45.9,170,0
28.35,58.68,131,0
58.5,54.13,2161,1
32.42,50.45,245,0
68.48,73.96,3521,1
79.49,59.3,2034,1
32.14,46.41,281,0
25.92,42.52,355,0
32.81,60.73,157,0
63.56,70.04,4036,1
29.87,77.36,371,0
54.88,40.6,2394,1
29.94,74.79,163,0
57.87,52.09,3374,1
57.28,43.71,4167,1
34.84,53.96,293,0
29.91,41.93,495,0
28.26,58.82,283,0
31.64,66.68,319,0
34.04,53.19,112,0
27.06,70.8,213,0
28.73,49.23,329,0
25.79,62.95,422,0
34.71,65.48,410,0
62.69,51.83,3139,1
57.13,53.62,4429,1
31.95,50.33,402,0
58.84,43.56,4242,1
30.49,72.17,367,0
32.16,46.41,249,0
82.96,66.36,3967,1
65.57,42.97,3161,1
26.08,54.75,401,0
25.32,59.23,447,0
25.3,74.85,119,0
30.12,69.86,396,0
54.18,55.19,3502,1
29.66,66.65,141,0
33.43,79.36,326,0
34.13,69.65,282,0
25.89,56.07,232,0
27.3,60.99,352,0
25.35,43.01,229,0
31.61,51.8,390,0
33.71,71.1,369,0
84.31,74.02,3061,1
68.21,47.63,2221,1
34.7,58.49,408,0
50.15,72.73,4357,1
29.72,49.77,125,0
27.63,50.79,148,0
32.6,41.58,126,0
27.04,54.82,128,0
34.63,70.19,171,0
70.58,63.1,2419,1
31.9,44.82,391,0
69.51,50.03,4170,1
30.91,76.9,204,0
30.84,70.61,271,0
25.48,58.11,189,0
26.25,46.85,418,0
54.68,49.34,3645,1
27.78,68.26,334,0
83.37,54.51,2343,1
74.87,60.35,3782,1
25.55,57.17,158,0
57.64,73.7,3495,1
56.96,72.13,3525,1
27.43,49.24,100,0
34.14,42.74,199,0
25.25,66.3,455,0
60.79,77.23,2617,1
32.24,59.94,408,0
25.43,72.43,164,0
33.96,67.11,239,0
26.81,46.47,482,0
28.89,77.67,257,0
72.45,74.34,2945,1
31.96,40.28,423,0
32.27,62.63,290,0
25.68,61.96,229,0
34.45,58.7,372,0
30.2,63.58,219,0
70.27,45.06,4299,1
33.45,61.5,491,0
59.01,57.26,4346,1
67.48,53.81,3950,1
55.05,65.49,2042,1
25.37,49.13,209,0
30.94,56.39,391,0
30.49,72.12,247,0
28.61,46.14,135,0
69.25,52.46,2571,1
31.4,59.35,469,0
28.2,58.91,495,0
69.17,77.77,2277,1
32.16,50.88,365,0
32.99,60.21,359,0
29.81,54.08,212,0
72.79,55.07,4185,1
68.4,77.57,2510,1
30.91,49.63,205,0
34.52,41.48,113,0
69.57,45.64,2665,1
31.24,45.46,199,0
57.41,72.57,4023,1
28.79,50.92,475,0
28.9,59.61,481,0
77.55,43.04,2462,1
33.71,41.69,398,0
31.32,59.05,227,0
26.8,46.66,384,0
31.01,50.64,480,0
25.23,58.84,115,0
75.66,68.03,3970,1
32.1,70.82,312,0
29.59,64.97,271,0
33.41,57.77,362,0
52.76,64.25,3401,1
32.99,57.25,106,0
25.38,67.44,150,0
25.63,49.12,145,0
68.61,53.83,2280,1
25.74,50.27,342,0
29.73,55.89,196,0
29.69,78.07,137,0
32.71,74.37,103,0
27.78,73.35,176,0
52.42,47.75,2867,1
33.33,61.46,497,0
26.02,66.44,353,0
56.29,43.61,3831,1
31.58,77.07,334,0
31.77,60.48,266,0
33.31,65.8,481,0
82.8,41.1,2091,1
28.08,60.59,231,0
30.3,62.29,240,0
27.17,69.94,173,0
26.97,56.09,143,0
33.56,47.46,100,0
27.0,60.9,364,0
30.33,66.11,385,0
66.12,44.71,3411,1
33.25,78.53,414,0
33.36,66.25,462,0
33.36,73.59,371,0
56.59,76.21,2547,1
30.41,54.41,212,0
25.49,68.73,318,0
28.89,61.89,189,0
28.33,48.59,338,0
30.68,43.08,142,0
27.68,56.24,205,0
29.29,66.33,428,0
32.79,56.58,355,0
27.45,57.54,351,0
27.55,52.34,326,0
27.15,73.74,463,0
63.18,48.6,2807,1
34.65,56.2,199,0
27.21,50.38,298,0
27.85,71.47,185,0
81.41,57.95,4337,1
30.55,46.67,251,0
31.68,59.53,424,0
50.9,49.84,4188,1
76.93,66.62,3398,1
58.98,61.35,3130,1
32.74,57.34,138,0
26.33,57.16,265,0
74.53,40.17,2194,1
26.38,74.0,179,0
32.46,56.37,454,0
26.55,73.89,138,0
34.08,56.17,461,0
81.4,71.82,4356,1
27.31,43.26,336,0
26.13,40.43,341,0
30.05,77.73,393,0
28.05,55.21,436,0
30.8,74.66,256,0
29.9,42.18,164,0
61.62,48.73,2175,1
31.0,54.67,490,0
65.47,49.83,3118,1
53.66,72.6,2708,1
57.22,50.46,2013,1
80.24,40.07,3484,1
34.0,44.63,295,0
74.53,58.02,2770,1
31.94,61.88,341,0
28.72,63.37,375,0
33.3,68.64,117,0
26.66,61.07,382,0
25.01,43.69,463,0
28.86,73.83,208,0
29.31,49.36,332,0
26.73,61.09,319,0
30.74,47.77,406,0
26.93,59.0,260,0
31.2,65.25,441,0
63.15,45.75,4066,1
61.96,79.38,2296,1
76.74,77.26,3987,1
74.82,79.42,2749,1
33.38,40.61,434,0
30.22,64.03,289,0
29.41,46.81,285,0
28.36,48.44,249,0
28.64,41.16,376,0
32.86,47.73,370,0
27.02,72.47,324,0
27.79,66.39,148,0
31.93,41.11,326,0
29.48,60.16,494,0
28.94,56.75,399,0
50.24,40.23,2635,1
28.59,61.15,189,0
28.38,73.71,214,0
72.17,53.62,2375,1
55.84,61.38,2365,1
33.2,70.98,197,0
30.87,71.05,169,0
81.81,66.28,3971,1
27.12,46.38,172,0
26.23,63.61,237,0
27.79,73.03,220,0
34.18,63.89,491,0
31.15,76.69,333,0
34.58,61.51,225,0
33.4,71.23,484,0
25.06,52.01,269,0
30.34,69.54,148,0
29.63,43.42,134,0
25.21,42.67,117,0
74.35,56.28,2651,1
33.19,65.15,242,0
81.92,43.28,2901,1
32.3,66.67,167,0
78.68,59.49,2324,1
67.65,65.67,2447,1
28.59,48.91,457,0
31.05,74.89,121,0
30.16,63.76,123,0
75.77,54.0,3966,1
32.44,42.44,345,0
28.6,44.48,483,0
28.83,69.73,351,0
31.72,56.23,454,0
53.79,44.46,2334,1
31.93,69.71,198,0
29.16,45.27,239,0
29.54,53.0,306,0
51.33,58.59,2216,1
75.63,51.92,3771,1
30.4,64.07,242,0
30.26,61.97,494,0
26.11,65.19,113,0
72.56,67.26,4050,1
30.24,61.41,476,0
66.83,68.68,3817,1
29.58,51.99,191,0
27.38,54.6,236,0
31.12,57.26,152,0
33.96,72.43,223,0
29.78,66.56,467,0
29.16,65.74,170,0
29.53,46.08,387,0
51.35,72.32,4028,1
34.22,58.57,197,0
30.41,47.22,445,0
25.28,63.25,188,0
31.33,48.04,373,0
25.44,74.99,182,0
27.76,71.81,373,0
28.04,78.12,168,0
29.72,70.76,175,0
28.9,60.04,482,0
72.19,79.0,4075,1
75.28,76.81,4455,1
30.88,65.1,113,0
34.97,75.53,477,0
29.63,77.42,215,0
27.28,74.47,384,0
32.04,47.89,144,0
56.12,68.39,3707,1
31.41,78.48,165,0
29.76,41.62,433,0
25.75,44.57,388,0
29.52,64.21,443,0
30.77,64.39,298,0
61.76,59.64,3549,1
34.67,69.42,316,0
80.79,64.17,3529,1
30.36,50.54,238,0
27.16,78.38,188,0
28.82,71.97,256,0
50.78,74.01,2432,1
30.83,47.81,495,0
72.62,53.68,4133,1
33.7,54.06,304,0
28.05,53.84,485,0
33.32,79.38,136,0
58.12,56.54,2236,1
28.75,75.37,320,0
62.52,47.35,3828,1
84.8,59.3,2489,1
34.6,44.98,348,0
62.91,66.76,2270,1
29.03,41.42,277,0
30.68,54.9,455,0
27.43,70.98,199,0
26.01,45.67,220,0
52.86,57.01,2706,1
34.66,67.37,234,0
30.65,44.11,473,0
25.78,71.43,301,0
26.76,66.85,204,0
72.48,44.75,2119,1
32.38,64.89,103,0
25.46,43.74,491,0
77.7,68.97,3092,1
27.59,45.04,440,0
27.74,77.08,213,0
72.33,45.42,4147,1
67.56,62.73,4033,1
34.03,64.17,120,0
67.55,66.08,4095,1
30.09,74.45,207,0
29.92,49.48,406,0
80.12,68.16,4186,1
26.61,76.36,431,0
50.65,51.98,3059,1
31.38,77.93,271,0
53.28,76.7,3440,1
55.96,40.68,3897,1
34.36,40.52,394,0
29.1,43.3,405,0
73.36,71.04,3674,1
32.75,77.88,468,0
65.74,59.51,4341,1
26.27,48.94,422,0
26.96,57.66,453,0
34.86,76.4,252,0
26.71,77.6,370,0
65.14,79.23,3607,1
26.07,58.72,200,0
25.51,75.54,373,0
56.39,48.08,2262,1
29.59,67.15,418,0
32.18,61.45,313,0
33.99,67.63,164,0
29.6,55.62,131,0
84.42,55.31,3794,1
54.22,64.2,2663,1
32.53,70.5,329,0
29.04,46.27,298,0
34.48,78.77,467,0
34.27,70.95,399,0
71.92,55.39,3181,1
26.46,63.04,215,0
30.03,62.1,154,0
78.63,44.38,3217,1
65.79,60.78,3554,1
25.49,70.4,387,0
68.86,77.19,2848,1
75.22,76.72,3231,1
30.06,62.32,235,0
31.17,66.28,236,0
68.89,47.21,4360,1
72.7,58.51,2470,1
28.22,67.28,483,0
53.05,54.9,2911,1
33.96,59.59,324,0
32.91,65.99,257,0
28.27,50.96,202,0
55.03,70.4,3851,1
27.2,61.15,163,0
59.58,76.37,2442,1
32.58,52.12,140,0
31.71,47.7,137,0
29.86,41.74,474,0
31.72,46.46,250,0
82.14,79.0,2530,1
34.63,60.16,371,0
29.05,60.39,106,0
29.64,49.6,381,0
28.12,45.14,493,0
32.99,51.38,361,0
25.89,51.14,138,0
84.9,54.75,3481,1
78.92,74.12,3581,1
79.7,66.65,2446,1
28.0,70.21,402,0
57.53,50.74,2463,1
25.66,51.37,449,0
